rule_settings_id,rule_conditions_id,measure,duration,measurefromvalue,measureoperator,measuretovalue,operator,time,timefromvalue,timeoperator,timetovaluerule_settings_id                     | rule_conditions_id                   | measure | duration | measurefromvalue | measureoperator | measuretovalue | operator | time | timefromvalue | timeoperator | timetovalue
1f256cd5-d350-49ee-946b-daa851e40a28,56cab121-072a-4e23-b234-f0ac317b0a64,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2b10a8e6-1f4e-43f1-9062-95559f9dba02,3e377579-afb3-4008-983f-b5704ec7413b,STBL,,0,Greater than,0,,,,,
d6240f50-3cfc-4f15-9840-b0ea477114e4,39d72ff3-b896-497a-aebc-8752db64e82a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d6240f50-3cfc-4f15-9840-b0ea477114e4,d7d3bc28-7550-4f05-8e1c-1a3389c8504d,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2738db3a-8faf-4f26-a835-367761945c63,c75b1ed3-1d77-4452-b433-88502856c312,STBL,,0,Greater than,0,,,,,
73935cf7-8a68-440a-8993-cbf938d1b365,3398b670-a292-4d64-b5ed-a2b46561f916,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
73935cf7-8a68-440a-8993-cbf938d1b365,da9be54f-49c1-4bb9-9316-e114e16bce8d,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
caee58ab-3489-487e-bd3b-d6fcaf52051f,7668d11a-faeb-4f87-b061-ffe5a1a2b918,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
caee58ab-3489-487e-bd3b-d6fcaf52051f,c1b1647a-eea7-47f4-9541-c3c5cc521e4f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d0ff146f-6877-4168-b2ca-925e7c333806,0108e423-a15d-4da4-87b1-f2c7e1a69b12,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
5b681fb5-e6c9-4073-95bb-a17bd57d9fac,a9fa76a4-43a2-445a-b064-1efbeecbb714,STBL,,0,Greater than,0,,,,,
8d9fa61b-85d2-46cb-b975-01f32df49726,95e6fca3-af9f-48f7-96be-dedb3490101b,STBL,,0,Greater than,0,,,,,
06c416d6-6901-4648-8a5b-a607f7fbfe70,80aca9fa-92dc-4f0c-a7a3-3ca3d3330338,STBL,,0,Greater than,0,,,,,
67856e50-4b36-4022-869f-b298e7732592,57cece3f-3a2d-42cc-8867-fe1928243d50,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
67856e50-4b36-4022-869f-b298e7732592,d62b0823-4a04-4aba-9ff0-fe0b75df5592,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d78bc1f5-bb0e-4360-bcad-baf20a021471,2d80d691-bed8-48d1-893f-c2beb05aedfe,STBL,,0,Greater than,0,,,,,
08b7c669-7da0-4ebf-a6e2-2ab09eb5b65c,1e9924ee-b5c2-4a47-b464-1369746d406f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
08b7c669-7da0-4ebf-a6e2-2ab09eb5b65c,3f227332-bc99-45e6-94b9-03a24c899f6a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
0d6f222a-1271-4d5d-abbf-f644c5470122,cf5a635b-5a79-412b-b26f-0ff9d20508c3,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
28065573-6c52-493e-bd16-b9fece2831f4,63665f3e-4854-4d6e-b538-b8d48bf7096f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
28065573-6c52-493e-bd16-b9fece2831f4,f6b28759-e31b-4780-ae04-b1ef6792a63c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a89b8d5f-44a5-46af-bfa3-fc5db9de633a,2c8b76da-6966-4cd1-8dc7-63b7620d60bc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a89b8d5f-44a5-46af-bfa3-fc5db9de633a,7421afce-359e-4e9a-933f-7507f7211167,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
e441490a-1556-4824-8492-bae21bfd812d,3b9e6a7a-b9b2-4528-bca9-87484d38697d,STBL,,0,Greater than,0,,,,,
b2b94a61-051a-470b-aa3f-b9404fd9ecc1,a726fdbb-b7a3-446c-9291-12221906bb6d,STBL,,0,Greater than,0,,,,,
aa2567fe-17d6-44d7-bab6-73b087dc0f1c,672341fd-05da-40ee-86a0-85e018584782,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
aa2567fe-17d6-44d7-bab6-73b087dc0f1c,feea00b5-08af-4d0e-bc0f-fb86d1278f8d,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a54f413a-7274-4bfb-9020-2196a637be20,1f78b700-8670-4bf4-988e-3836ccb285bc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a54f413a-7274-4bfb-9020-2196a637be20,7fb93596-db58-4430-8d1b-bc94598d8cad,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
685c337c-2598-406f-a204-297fe514f3f4,ac41244a-7533-4d41-8212-c1d05bd9e47c,STBL,,0,Greater than,0,,,,,
f8f47364-e08a-4427-8b24-5c82fd807f77,bcb53d06-21bf-41b3-ac28-6af7421665aa,STBL,,0,Greater than,0,,,,,
4cf05830-c306-4782-9e3d-f2c9e1713002,15776119-9d34-4759-9835-ab30f27dd0fa,STBL,,0,Greater than,0,,,,,
66b1a0b6-0476-490e-95a1-1f2ab0a4934b,ef801217-94eb-494b-934f-97c188bdc4d2,STBL,,0,Greater than,0,,,,,
95994168-0b4c-4ec3-b1ef-937e30e3f55a,04eeb196-4aea-4bf3-bdb2-f0bc6d08d52b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
95994168-0b4c-4ec3-b1ef-937e30e3f55a,05f647f8-6cd0-411f-bfa5-95abff6dd66e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4e0fcbf4-f716-4507-a4ad-8d8020fcd0d1,d6109fc8-7f40-4333-a600-72da3d16ea99,STBL,,0,Greater than,0,,,,,
be64b42c-8c75-4e2e-9ee6-a6f410a986d5,2cc8c1b8-0934-485a-b032-85d3f0b216ee,STBL,,0,Greater than,0,,,,,
a5d74927-815d-40e8-a570-7828581c8b92,e130419d-658b-46c9-9ca9-55ee04e3786f,STBL,,0.00,Greater than,,,,,,
71686456-4374-4ced-ae42-8b272d54a988,52ab78a2-a959-4ba0-be85-3971a27288d9,STBL,,0,Greater than,0,,,,,
d5c7af21-7eba-49fb-bf78-da4187e2c14f,703889ef-bdcb-4a54-aff7-bf83dc3eae9f,STBL,,0.00,Greater than,,,,,,
ac610c12-8d1a-4201-a92b-4f25f8ae29fe,54797567-8356-409a-883e-7d3c8830bfc4,STBL,,0,Greater than,0,,,,,
c7746fab-0b16-4b50-bb60-a96996469139,e023f54d-ed4f-4649-a5d0-4cdad60694d8,STBL,,0,Greater than,0,,,,,
f4e1332a-96b8-465c-a845-58662e61aebf,e0906623-22aa-46b8-a6c8-293bc5f1b5e4,STBL,,0.00,Greater than,,,,,,
75f506eb-f052-40f0-b7c4-ff2bf7aa1d79,363bfb75-675e-47ec-8311-d82c3fa2c2e3,STBL,,0,Greater than,0,,,,,
ca6f62bb-abf5-4a58-b531-9867079cf9f6,a39c7969-8b58-434c-8389-10fc33dc4f5e,STBL,,0,Greater than,0,,,,,
f8ba0113-84d7-427d-9d89-5349f763afc7,6ea6d068-560b-41be-b2ce-3642b8cda0ab,STBL,,0.00,Greater than,0.00,,,,,
48fc3d22-3d1b-48ff-8d42-4feaa8159d7c,db94023f-fed2-4007-9f55-5b8a5d406473,STBL,,0,Greater than,0,,,,,
6b1776b8-d3b4-4495-8055-c03a4e632ec1,3e6be1a5-5c75-4893-b428-e8703a25bc7b,STBL,,0,Greater than,0,,,,,
e61657e1-0589-48a5-8d6a-16e5ea078c20,ffb1433a-814d-48f4-aa29-f310df925e58,STBL,,0,Greater than,0,,,,,
8db64e75-213f-4928-9608-48e4ab1f769e,5f59db5f-e1ae-43af-bc61-4f9162c22ddc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
8db64e75-213f-4928-9608-48e4ab1f769e,b11d6b4b-49e7-40a1-b4a0-ca4b6482d5ce,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d501b06f-6d45-4041-b569-b6660ed03081,05740cd4-4112-46bf-843d-8cc1e17e49da,STBL,,0,Greater than,0,,,,,
d501b06f-6d45-4041-b569-b6660ed03081,935763b3-a351-436c-a377-f0c0bc5c3348,STBL,,0,Greater than,0,,,,,
d0ab1e41-65ef-405a-a47a-11e232079869,c8320b44-88b5-48df-ba38-20ad72c5772c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
e45c2167-bb58-49be-ab81-6db796edcbd2,a7f832e7-99dc-45b4-8bca-8280f25dbc0f,STBL,,0.00,Greater than,0.00,,,,,
65d01e4b-0589-4c3e-b919-090fca77fcc0,2fe865de-314a-4f20-8399-14c10fc7c313,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
65d01e4b-0589-4c3e-b919-090fca77fcc0,9907df82-e1e0-409c-8834-6f29287c0786,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a3e826a9-c014-4c51-bb31-c2b7a26c9bb1,56ee47da-40c3-41e3-837b-5bfb06391735,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
a3e826a9-c014-4c51-bb31-c2b7a26c9bb1,f618ca49-1e72-43b7-a601-f961aef2bd43,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
910d12f9-28ec-481b-899a-44ccd3634800,81cf6c22-327a-4db5-8e0e-c8639f321426,STBL,,0,Greater than,0,,,,,
cf291c47-c554-4949-a05b-415c923c5079,371c88ba-800f-44e4-80cd-a7c884df99fc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
cf291c47-c554-4949-a05b-415c923c5079,eed8778f-1255-4c5e-8517-329f01472b8e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
781178bf-1315-4325-848b-baa0bbcb43d0,37cbd5f9-cf39-40ce-97ce-f8bdfb989e30,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
781178bf-1315-4325-848b-baa0bbcb43d0,f50fee5b-994f-4b70-ab1f-528b8ea9895e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
b22069fd-9943-4df7-b30c-4e095dc283b0,9d70ad39-6a09-44cb-b498-62f2e47ae0b1,STBL,,0.00,Greater than,0.00,,,,,
f2a23d5a-c83f-4906-a512-494b89c550f4,b7e56fc8-d788-46fb-99db-fcb610bfe764,STBL,,0.00,Greater than,0.00,,,,,
633646e3-0fe2-4c84-8b1c-ebd05cea72db,868a79b8-5acb-4203-b92e-992e4da956bf,STBL,,0,Greater than,0,,,,,
469ae989-583f-4824-ab23-1f150dce3545,2cab5e7f-d10f-4482-903e-37cf30289181,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
469ae989-583f-4824-ab23-1f150dce3545,f268da98-c713-4cc3-acf5-1899ab06d265,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ef4ce874-c1a4-454b-aa74-fe4ed2438ef2,430474f4-f1ba-46a2-aa4a-53428defc9ea,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ef4ce874-c1a4-454b-aa74-fe4ed2438ef2,d638fbc8-fbad-4e35-a2fa-5679049b45e8,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
64ffc1d4-43ca-438c-a215-eff9c175c616,69315d59-c61d-4ab2-ab6e-1e985f12ab22,STBL,,0,Greater than,0,,,,,
59577713-bb66-44c5-b4e0-98d5f4e6342e,7959e025-0bfe-4e16-acbd-db11c6c0c82f,STBL,,0,Greater than,0,,,,,
c16dc059-8d4d-4cde-ac07-f712963db2d7,b3f176d7-6b1d-4e5e-b18c-05ff60ab2326,STBL,,0,Greater than,0,,,,,
f0f7081a-0034-49a8-aea6-9eb30b053ace,725894fb-3ebd-4593-99ad-372682852cc7,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
f0f7081a-0034-49a8-aea6-9eb30b053ace,793b0a7f-6fc8-4464-9cb7-8393ef5aa1c4,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ca8ac1ec-4d7b-45be-a1d2-b6a3949616dc,1b1bed36-dd1e-4efb-86b4-cac9f576b78c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ca8ac1ec-4d7b-45be-a1d2-b6a3949616dc,96af7059-6c7c-4c2c-a020-dd0805c25df0,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
64dc3348-97ce-49bf-8ac1-4fa037b12479,a89e9cfd-55b8-4ffd-9a64-7815154a1601,STBL,,0,Greater than,0,,,,,
ac8a96d6-0717-4ad6-8196-2176c96c6955,e2147f0c-dfa0-4859-9bdf-3f01a969f787,STBL,,0,Greater than,0,,,,,
29bc20df-de41-4c72-8b0f-aa408a01f193,81bed747-1a2f-4c76-b687-4a6dc070ef6c,STBL,,0,Greater than,0,,,,,
6e1d79d4-373e-4e20-85a3-74627872f80b,b7ea8053-d9a3-437b-9445-0ac813080b97,STBL,,0.00,Greater than,,,,,,
78763c1d-f7ee-4c21-8324-905289eb269e,947f295b-491a-4e94-ac37-63c449a8d01d,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
78763c1d-f7ee-4c21-8324-905289eb269e,de124aa2-be00-4b46-8b70-cd85785dccc5,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c63f8277-42ce-44d4-aa9c-10a9186d22f2,12ec55b9-5edd-4e46-a411-a00ed2f260d3,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c63f8277-42ce-44d4-aa9c-10a9186d22f2,2f415f65-054b-402f-966f-e93801599ba9,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
cf9c538c-e5a0-41a2-b19c-9f8942a6edf8,640c0ca4-4394-4ed2-8563-95cc893915a8,STBL,,0,Greater than,0,,,,,
2730b4d0-6fbc-480d-a46f-b7bd04c10b44,88c5de92-e751-49a3-856d-c081c3afad85,STBL,,0,Greater than,0,,,,,
ba753b3d-72c0-4f09-80a6-7c191d87590e,c4df0681-e883-4122-a545-7de79baaf2b8,STBL,,0,Greater than,0,,,,,
209aa467-248b-471b-be8a-b558a219b90f,f8035ab4-0611-4961-abe8-6064910e9ef1,STBL,,0,Greater than,0,,,,,
5a3f6b62-b154-48de-93e2-8e04e7afec8b,bfc55328-9bb5-4894-99f3-361db018ba9d,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
5a3f6b62-b154-48de-93e2-8e04e7afec8b,d11c09a6-7e4d-488a-aa16-74275edb9391,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
89b85631-1100-4dac-88b9-4ae0d182ce85,d3188718-a623-4631-892c-e683cd470d8b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
24de82ce-d1bd-42d7-b9cf-d9a4c566e7ee,1d12650e-a473-42eb-8c29-ab775ddd6ffb,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
24de82ce-d1bd-42d7-b9cf-d9a4c566e7ee,f142f7d3-16ec-4993-b928-f26335fd5276,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2f05be5c-aa69-46ee-a8b7-455ba3d2ba5f,a6e51d5b-2072-4ba8-a85e-46bece0af134,STBL,,0,Greater than,0,,,,,
2620fd17-97e5-40bb-a56d-14407e70a6d9,856fd407-ee8d-4614-94aa-0001fb5a9099,STBL,,0,Greater than,0,,,,,
2b70abd5-4c72-452b-9c6b-4b5cd3110762,4dd6331c-69a5-4d2f-85b2-5f44a86a88e2,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2b70abd5-4c72-452b-9c6b-4b5cd3110762,6793fcdc-bccc-4e44-b499-85595a049f57,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4f6be353-6449-410e-a66e-8c98fce8c3d0,0ba044a0-a740-45f1-8283-e883b55bac96,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4f6be353-6449-410e-a66e-8c98fce8c3d0,f70ae544-0f72-4325-ae3d-774686202473,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4ee768d5-9cf3-464f-bba0-5308a60de78f,7e9c5043-4c8e-446c-ad16-cfe4e95cff5e,STBL,,0.00,Greater than,1.00,,,,,
e210c58b-c949-4b87-b80d-e1e3e807c269,03ddca97-958f-4a02-a1c4-1e870e2c975d,STBL,,0,Greater than,0,,,,,
85cc6c03-4224-4207-b781-c329f2932e9c,15710ea0-c1e2-4b9f-be65-1ba342c9d973,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
85cc6c03-4224-4207-b781-c329f2932e9c,9700b965-b83c-42a0-8eb3-1017d55abbec,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
fcb3cd9c-8880-4a3c-985e-d5f114a533cf,d0899594-9333-489a-889f-2a31fe0a4fa0,STBL,,0,Greater than,0,,,,,
75056f95-8c44-453e-ae69-d7cd566506a1,61adc902-fd0c-4ff0-90bb-774e00fa8753,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
75056f95-8c44-453e-ae69-d7cd566506a1,d07d0c8b-4c58-42f2-a210-3dccefc77864,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7da1dd2d-defc-40c9-b13f-e5d8edd7d2c2,1076cc92-9a0c-4230-93c6-99baec170fe2,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7da1dd2d-defc-40c9-b13f-e5d8edd7d2c2,8090c90a-4f35-43a3-af0f-9dafa120866f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4806f9df-0450-41a8-9371-e8942323ed5a,9f53b43e-92fc-4d11-b2eb-44acc91a9319,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4806f9df-0450-41a8-9371-e8942323ed5a,f7a4d385-2fa3-4c42-81fa-3422be52b7be,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6c0eea86-dcb2-43da-bc3c-5bc62114483e,4571d04e-e138-4cb8-aa02-042ab02ed449,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6c0eea86-dcb2-43da-bc3c-5bc62114483e,8375052e-8932-4428-a6db-5bfaeabbd337,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1c93c67f-991e-48ce-a440-842553bc8b0f,98ae82c5-11a9-4970-8bc1-3cc8fd11094f,STBL,,0,Greater than,0,,,,,
a662ef08-d268-47c3-a35d-f7d74a7fdaf3,77c47982-d8a6-4087-abfe-1988c65f8847,STBL,,0,Greater than,0,,,,,
adcd9271-280a-45d8-b4f6-905ce8cc7c9f,898b20bf-6538-44c4-a732-9e891cbb8510,STBL,,0,Greater than,0,,,,,
069e7939-461d-46a9-b6ab-3e2770a4962d,49f13171-d09e-4153-bb16-8cfb2cc8d841,STBL,,0,Greater than,0,,,,,
745080ff-9d01-4802-bf58-2ded022c2a08,c5f0753d-eb66-4d10-9adc-bd5693331249,STBL,,0,Greater than,0,,,,,
8085ddc9-c3c7-4c64-898c-546b865c46c6,a8ed1ee5-b040-45dd-ada0-acaa6990d470,STBL,,0,Greater than,0,,,,,
ee07dd10-1b66-4611-bdc9-16a41ca79a73,18708f77-fba9-4dde-ab90-351cbad26671,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ee07dd10-1b66-4611-bdc9-16a41ca79a73,d53c1190-3917-4b05-af5f-45e8144d55c0,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9cb897f1-4ff6-45cc-b89b-20a921e5a230,08547d61-3115-4e43-8b2a-f30a18e153a4,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9cb897f1-4ff6-45cc-b89b-20a921e5a230,843bedc4-2883-4db4-891f-91c5eb34563f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
21955be2-2e94-4db4-b393-e31b4dff5427,23f6ee5d-2ce9-47e5-a873-674b3278b8f2,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
21955be2-2e94-4db4-b393-e31b4dff5427,d2dc97ed-9024-4cdc-a294-e73a1858b3b7,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
8c391779-1d37-4934-8a95-24dfda795efc,5e6f88a4-e4ec-4e54-85ec-46af40c02796,STBL,,0,Greater than,0,,,,,
b732db0f-7925-496e-8022-8840051e0c57,539ae7ce-b947-433c-b46e-293d58dacd07,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
b732db0f-7925-496e-8022-8840051e0c57,b2a30591-f7f1-496a-9ec8-9e36e15a4fec,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
606be298-6827-4cb0-a384-7c672603732e,f0b3f5b0-6bed-43d4-8ef6-d10f3cf6242f,STBL,,0,Greater than,0,,,,,
37a9b2da-122e-4123-9949-4e19e14c3829,10ee7e20-f7f3-43a0-89d0-ed9baea0b619,STBL,,0,Greater than,0,,,,,
a30da712-f065-4b07-97c2-2f57bf793ab1,15d8d322-57ea-4b95-b8fb-71ea1720862b,STBL,,0,Greater than,0,,,,,
f8aefc36-eb49-4922-9c36-e92220c71f3e,5ff21dd7-8034-456f-85c1-7acd556c0d6e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
f8aefc36-eb49-4922-9c36-e92220c71f3e,93a98813-5383-4309-b701-92fe7ad236cd,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3adda950-fdbb-4cf4-9598-2d0e599f24e3,6ae7a494-a15a-4506-bbd9-5b30395df710,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3adda950-fdbb-4cf4-9598-2d0e599f24e3,ac79121f-f028-4bd4-b4ee-bcb00565c5af,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
51dd696e-5310-4022-acea-172e576b6946,01262404-a3eb-4c04-981b-9cf3fa874ae8,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
51dd696e-5310-4022-acea-172e576b6946,b767543e-7fd3-41a8-9911-86bb4f5cc973,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7a334099-7b34-4c26-85ed-4e0c116dc18c,2b971843-a916-47f8-9f84-71d0e2ffb275,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7a334099-7b34-4c26-85ed-4e0c116dc18c,50e40b2f-a11e-4250-9fed-58e6734b45ab,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
39715a19-b952-4db7-bfcd-bc37a84d75a9,52fb92a1-96eb-4c8e-a4eb-98da73078c9c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
39715a19-b952-4db7-bfcd-bc37a84d75a9,5bedd933-ef16-4622-b68f-e808ff5fbc29,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4652ca67-8925-4b4e-bd37-d056a27f234c,1be5a87c-84ba-428d-ae4e-3f660d6c3ae1,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4652ca67-8925-4b4e-bd37-d056a27f234c,e1b23b61-494b-467e-aa71-cd44bf9ee1af,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c5be1ad9-ee84-4870-821f-38650611c2dd,123518ab-122b-488d-9231-7c1913a78c3e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c5be1ad9-ee84-4870-821f-38650611c2dd,63a0dd5f-701e-4711-806b-ffd66fc6c41b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9f61bec3-d74a-4884-82ce-c5ec9dac00b4,db880cd1-27dc-47b1-87fe-4fcd4f3551df,STBL,,0,Greater than,0,,,,,
24bddb73-634a-4697-88b2-966668a18304,6cadcc2b-54ff-408a-9bfe-ef251f164b7b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
24bddb73-634a-4697-88b2-966668a18304,8380b6b0-3ea4-4c3f-9e85-2d5fc70b22a5,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3aac63d0-2170-4c60-a03b-43dcb53e8e44,1c55255a-fdaa-447a-b6b5-2cfda665cb2c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3aac63d0-2170-4c60-a03b-43dcb53e8e44,a8e82f3b-d3eb-424a-8168-c4039d182c35,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7b8c89e2-0a8a-4878-82d9-501ad9ac6ddd,7e861dbf-ace9-418b-8f3b-c5e127474426,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bfd8a61f-9aad-40aa-8ff1-214282431c61,67925218-4c3d-47c2-824d-7ef63088e7ba,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bfd8a61f-9aad-40aa-8ff1-214282431c61,a312d991-97fc-4bea-8655-5244ad6a9e21,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2a419bc6-3af3-4ea8-b39a-931c6da3c4db,09001fe4-5c3b-4743-83d0-b9ea75e5917e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
2a419bc6-3af3-4ea8-b39a-931c6da3c4db,840b6410-e0c8-4b05-916e-30620e4419c3,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9ddbfc4f-b54d-4f45-89f1-4d10284bf8ba,6709c580-d30f-4e88-9a42-d8dea5cc060f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9ddbfc4f-b54d-4f45-89f1-4d10284bf8ba,b52961ee-fed2-42f7-8ea7-8a833f438b80,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
dd1240f6-5893-4243-aac7-d6222b362ff0,187f27f1-f064-4c44-bc68-d774cd055526,STBL,,0,Greater than,0,,,,,
41505362-bc76-47fa-a42c-cb192bbb4acd,6bb54cd8-e62f-45fd-bb27-8c6d33c6bb54,STBL,,0,Greater than,0,,,,,
8a3d5d7e-060a-4b79-8327-a33f523b84e8,cb96ba36-24be-4bd5-a51e-bb6ea96c8d59,STBL,,0,Greater than,0,,,,,
29b17688-6ef3-4876-8a69-7c9b01674c3a,10b3f460-7dde-4537-be11-87cb8094ccb5,STBL,,0,Greater than,0,,,,,
c2a121a9-367e-4a8e-94ed-b9d17f37e29a,9e33567e-a927-4474-bfd7-386c4bf94e47,STBL,,0,Greater than,0,,,,,
ecde7693-dfb8-4513-b14e-0d5d77ab2874,f2604691-4320-4902-8b35-881f402cde2d,STBL,,0,Greater than,0,,,,,
b02e358a-a035-4d1a-b563-71abbf2c6756,af4fe324-3f31-4700-aec9-78403aeaf5b2,STBL,,0.00,Greater than,0.00,,,,,
83c6c91b-9727-4943-a89f-d6ea368f3bc1,a682daff-48a1-4885-8b0b-43387e68767b,STBL,,0,Greater than,0,,,,,
3c8e7286-db48-42f9-a8b2-c07d9a9eb63e,a84fed4d-44d6-4f16-bfc6-09ab1cb0a5e9,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3c8e7286-db48-42f9-a8b2-c07d9a9eb63e,b26de544-7bea-454e-832b-809f4b62012a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
80dc6883-864e-41d8-8fc1-335c10c1d527,e6448332-8c54-4cb5-89f2-14438539c0eb,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
80dc6883-864e-41d8-8fc1-335c10c1d527,e730898b-6004-41b3-a99a-83b8eb6222f0,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1528cda1-6e3a-4c0d-a528-a118c9451fff,8efcaea3-6688-4aa1-8752-81547f6d4b0a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1528cda1-6e3a-4c0d-a528-a118c9451fff,ac81650e-c97c-414c-bab2-b11f837f99e5,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
55e0e152-c6bc-4a22-bcc9-7bebf2fac530,13e4f16d-d938-4e3b-bab3-02d5eb8303e2,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
55e0e152-c6bc-4a22-bcc9-7bebf2fac530,456dab2b-7060-4145-b995-2da9198e11b1,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
f630edd3-d660-466f-a830-3ec27f3cadb0,4c55fd18-5f45-4e6c-b6f4-5e99b21e04b6,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
