rule_type,rule_setting_id,year_month_bucket,status,report_date,part_num,site,commodity,current_stbl,recovery_from_stbl,platform,region,closed_date,days_open,days_to_recovery,distribution_list,dsi_1week_prior,dsi_beginning_of_the_month,exec_summary,gsm_name,is_supplier,last_updated_at,last_updated_by,lesson_learned,lesson_learned_due_date,lob,long_term_mitigation,long_term_mitigation_due_date,next_update,odm_feedback,optional_part,part_desc,pps,read_flag,recovery_to_green_dsi,repeat_offender,root_cause,root_cause_classify
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,038-003-728-01,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,038-003-728-01,XLOB,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:42:00.630+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,038-004-296,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,038-004-296,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:05:55.899+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,08WKH,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,08WKH,MONITOR,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 13:03:10.972+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,1CXR5,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,1W50H,EMFP,MECHANICAL,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,1W50H,MECHANICAL,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:23:48.200+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,30CW7,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,30CW7,MONITOR,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:35:05.749+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,42NN3,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,42NN3,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:38:02.214+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,53F03,EMFP,MEMORY,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,53F03,MEMORY,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:06:48.163+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,546DK,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,660X8,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,660X8,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:40:26.105+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,66P44,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,66P44,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:24:34.532+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,6J4R8,EMFP,SSD,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,6J4R8,SSD,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:18:33.376+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,8XG1T,EMFP,GRAPHIC / COMM,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,8XG1T,GRAPHIC / COMM,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:12:32.598+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,H1N9G,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,MF3FM,EMFP,SSD,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,MF3FM,SSD,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:55:01.291+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,RMWRN,EMFP,MEMORY,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,RMWRN,MEMORY,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:12:08.344+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,TG7YF,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,VHXRR,EMFP,GRAPHIC / COMM,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-21,VHXRR,GRAPHIC / COMM,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:16:30.198+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,038-002-139-02,EMFP,XLOB,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,038-002-139-02,XLOB,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:42:19.727+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,038-004-293,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,038-004-293,XLOB,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:43:07.519+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,05M12,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,05M12,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:32:57.205+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,18XHX,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,18XHX,MONITOR,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:32:56.417+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,2W0Y2,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,2W0Y2,MONITOR,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:36:25.922+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,4133K,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,4NYM7,EMFP,MEMORY,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,4NYM7,MEMORY,EMFP,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-09-11 12:08:30.911+0000,COSRED,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,504H1,EMFP,MONITOR,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,565YR,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,565YR,XLOB,EMFP,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-09-11 12:57:27.502+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,False,,False,Rootcause1,FCA Demand Upside
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,61DV4,EMFP,SSD,6.65,9999-12-31,MATIRA3CTO,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Vatel,Margaux A|Dharshan,Rashmi",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,PRECISION DESKTOPS,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2667,2RX8,8G,DDR4,NU",30,True,,False,fsdfdas,testing
High PPS,25df0e9f-3ec3-4abd-bcf1-8faa5440303e,201909,open,2019-09-18,64G09,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,Lahari_Boorla@Dellteam.com,,,fsadfs,"Guan,Huoi Ying|Kangutkar,Komal Rajendra",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"DIMM,16GB,2666,2RX8,8G,DDR4,U",20,True,,False,fsdfdas,testing
